0.0;24
0.00784313725490196;3
0.0196078431372549;1
0.023529411764705882;2
0.027450980392156862;1
0.03137254901960784;2
0.03529411764705882;1
0.050980392156862744;1
0.09019607843137255;1

0.10980392156862745;3
0.12156862745098039;3
0.1450980392156863;6
0.1607843137254902;2
0.16470588235294117;11
0.16862745098039217;3
0.17647058823529413;3
0.1803921568627451;5
0.18823529411764706;2
0.19215686274509805;3
0.19607843137254902;3
0.2;3
0.20392156862745098;11
0.20784313725490197;7
0.21176470588235294;5
0.2196078431372549;9
0.2235294117647059;3
0.22745098039215686;8
0.23529411764705882;3
0.23921568627450981;2
0.24313725490196078;22
0.24705882352941178;14
0.25098039215686274;5
0.2549019607843137;5
0.25882352941176473;12
0.2627450980392157;6
0.27058823529411763;3
0.27450980392156865;1
0.2784313725490196;18
0.2823529411764706;3
0.28627450980392155;10
0.29411764705882354;6
0.2980392156862745;22
0.30196078431372547;12
0.3058823529411765;7
0.30980392156862746;8
0.3137254901960784;4
0.3176470588235294;4
0.3215686274509804;7
0.3254901960784314;5
0.32941176470588235;4
0.3333333333333333;4
0.33725490196078434;4
0.3411764705882353;8
0.34509803921568627;9
0.34901960784313724;7
0.35294117647058826;6
0.3568627450980392;1
0.36470588235294116;6
0.3686274509803922;1
0.37254901960784315;3
0.3764705882352941;8
0.3803921568627451;3
0.3843137254901961;1
0.396078431372549;2
0.403921568627451;1
0.40784313725490196;1
0.43137254901960786;4
0.43529411764705883;1
0.44313725490196076;5
0.4470588235294118;2
0.45098039215686275;5
0.4588235294117647;1
0.4666666666666667;1
0.47058823529411764;2
0.4823529411764706;3
0.48627450980392156;1
0.49019607843137253;2
0.49411764705882355;1
0.5019607843137255;1
0.5098039215686274;4
0.5215686274509804;2
0.5254901960784314;2
0.5803921568627451;4
