0;15
2;3
3;2
5;2
8;1
9;1
10;1
24;1
38;1

33;4
36;2
45;2
50;2
53;2
54;8
55;2
56;2
59;3
60;3
61;6
63;15
64;21
66;10
67;4
68;2
69;3
70;10
71;6
72;2
73;5
75;2
76;2
77;4
78;2
80;3
81;2
82;1
87;2
93;2
99;2
100;1
101;1
103;2
104;2
105;1
106;3
109;2
110;1
112;1
113;3
114;1
119;2
120;1
122;4
123;2
126;1
127;2
130;2
131;1
136;2
140;5
141;2
189;2
