0;15
2;3
5;1
6;2
7;1
8;1
9;1
13;1
33;1
44;1

42;4
46;2
53;2
54;3
56;1
58;2
60;3
62;21
63;12
64;2
66;6
67;6
70;1
71;9
73;3
74;1
75;3
76;17
77;3
79;2
80;4
81;2
82;1
83;6
84;2
85;2
86;1
87;2
88;3
89;1
90;2
91;1
93;2
94;1
96;6
97;1
98;1
100;1
101;2
103;2
104;1
110;3
113;5
114;2
115;5
117;1
119;1
120;2
123;3
124;1
125;2
126;1
128;1
130;2
134;2
148;2
