0; 13
35187675; 1
4713420; 1
2951142; 1
5413502; 1
3181377; 1
3199266; 1
4208885; 1
921563; 1
236153; 2
88285; 2
22370379; 1
217916; 1

370502679; 1
6054495; 1
67561987; 1
341527645; 1
72532821; 1
430390447; 1
21523010; 1
20223801; 1
54222133; 1
59521410; 1
57359482; 1
13406676; 4
98116292; 2
6319425; 2
5928057; 2
61745546; 1
6139513; 2
6049658; 2
6813770; 1
71364206; 1
6731081; 2
20153089; 1
50923834; 1
56641368; 1
96567289; 1
65391580; 1
59374514; 2
96415485; 1
77002706; 1
5929490; 1
21092617; 1
291603500; 1
6167827; 3
56695346; 2
6148361; 3
16577194; 1
63055765; 1
6040838; 4
7431215; 1
75855323; 1
51934075; 2
74639127; 2
6053946; 2
61168323; 1
98229682; 1
17889657; 2
19424322; 1
20855380; 1
6731786; 1
354564685; 1
6415630; 1
6323984; 1
14427308; 1
5725229; 1
7427597; 1
63184824; 1
17860972; 1
21484090; 1
6140706; 1
6752995; 1
60965415; 2
5257942; 2
58676728; 1
17813126; 1
62607670; 1
49473919; 2
61132586; 1
6698486; 1
59119639; 1
6102730; 2
6404854; 1
7062002; 1
52548027; 1
3474600; 2
49714280; 1
13000024; 2
467180410; 1
75353305; 1
91529689; 2
21464298; 1
58571219; 1
6146546; 6
18605480; 1
65719897; 1
59830564; 1
6752466; 2
29457780; 2
19506576; 1
31721566; 2
407657463; 1
6808796; 1
16613958; 1
21148153; 1
41504954; 2
6101915; 1
50516420; 2
20740598; 1
60930169; 1
6404539; 2
65155896; 1
6041217; 2
6415233; 2
16654878; 1
6698119; 2
14575679; 1
6831498; 3
69451968; 1
174252678; 2
56335551; 1
13113380; 2
5724602; 2
341851791; 1
6050227; 1
3226304; 4
51259391; 1
5256355; 4
66772495; 1
7057299; 2
66879494; 1
66695427; 2
307588270; 1
65240607; 1
22089391; 1
22374314; 1
